,id,xcenter,ycenter,Bflux,Bfluxerr,Vflux,Vfluxerr,Rflux,Rfluxerr,Bflux_1sec,Vflux_1sec,Rflux_1sec,Bflux_1sec_err,Vflux_1sec_err,Rflux_1sec_err,Binst,Vinst,Rinst,Binst_err,Vinst_err,Rinst_err,Bmag,Bmag_err,Vmag,Vmag_err,Rmag,Rmag_err,B-V,B-V_err,V-R,V-R_err
483,484,3303.761723811239,3379.8062870889194,3699.0341643911493,104.31311274723241,7572.603615529698,117.93943336849787,9789.585394915703,130.1261380649144,369.90341643911495,757.2603615529698,978.9585394915703,10.43131127472324,11.793943336849788,13.012613806491439,-6.42022085622714,-7.198113061184212,-7.476910747762911,0.030597102459954225,0.01689832080242446,0.01442214905993451,13.803812302129032,0.031092852929436896,12.190710350862151,0.017782631579908427,13.262709933649692,0.015041342324447206,1.6131019512668807,0.03581881473748607,-1.0719995827875408,0.023290855819998617
484,485,2971.690609144771,3381.0680230746475,829.1728293190731,91.7016202607867,1421.5201449737124,96.82417736371528,1822.3902220567875,101.56919578838873,82.91728293190731,142.15201449737123,182.23902220567874,9.17016202607867,9.682417736371528,10.156919578838872,-4.796612656280894,-5.381882546610171,-5.651603441390112,0.1199945951734346,0.073902739128311,0.06047144903248266,15.427420502075277,0.12012196175214218,14.006940865436192,0.07410994258958978,15.088017240022491,0.06062210606290733,1.4204796366390848,0.1411437893986675,-1.0810763745862992,0.09574614004822689
485,486,1110.3153053164308,3382.880813936009,6158.205953228453,115.97226736788893,10535.294749126595,128.82477663002638,13712.599305572188,140.79394677723562,615.8205953228453,1053.5294749126595,1371.259930557219,11.597226736788894,12.882477663002637,14.079394677723561,-6.9736355230674105,-7.556616726255303,-7.842799464302107,0.0204328843578531,0.013267296831459448,0.011140224318464932,13.25039763528876,0.021168032207270794,11.83220668579106,0.014376713991005007,12.896821217110496,0.011930976208171505,1.4181909494976992,0.025588581295320236,-1.0646145313194353,0.01868256134632277
486,487,1061.7349182344062,3388.8900386927653,4929.318762070354,108.39087045332944,7801.324709773851,120.07456715617428,10031.94643297257,130.047161452939,492.9318762070354,780.1324709773851,1003.194643297257,10.839087045332944,12.007456715617428,13.004716145293902,-6.73196725847871,-7.230420886628867,-7.503463011286745,0.023858082651661946,0.016699843963836974,0.01406518377258012,13.492065899877462,0.024490629476601626,12.158402525417497,0.017594133351251134,13.23615767012586,0.014699421416188059,1.3336633744599649,0.030155338839777543,-1.0777551447083624,0.022926546149655766
487,488,58.42389517310358,3396.8915692226537,111415.33714566937,305.6704978273037,195176.60760165958,391.1455747485482,269958.28764598665,458.41912979020805,11141.533714566936,19517.660760165956,26995.828764598664,30.56704978273037,39.11455747485482,45.841912979020805,-10.117362447005732,-10.72606941295917,-11.078241661835905,0.0029767220441922395,0.0021744047804556996,0.0018424504028364107,10.10667071135044,0.006280421838940099,8.662753999087194,0.00594951898176431,9.661379019576698,0.004651689897354413,1.4439167122632455,0.008651038931215693,-0.998625020489504,0.0075521516811782145
488,489,906.0323853958023,3404.1736335672776,506.05983958494744,88.76984868638078,1364.0020141769173,95.96108081738046,2157.2012656180245,102.40347630837194,50.60598395849475,136.40020141769173,215.72012656180246,8.876984868638079,9.596108081738047,10.240347630837194,-4.260504683724953,-5.337037529073282,-5.8347266660359125,0.19032390695874538,0.0763325652049611,0.051505519473516476,15.963528474631218,0.19040423415561908,14.051785882973082,0.07653319051715238,14.90489401537669,0.051682319333124185,1.911742591658136,0.20520989653309257,-0.8531081324036087,0.09234929010222961
489,490,3527.3103482219353,3421.3741063971715,1316.4637759473776,94.92345073630746,3001.5445997641314,103.68457033341426,3493.440864797395,107.48949287262167,131.64637759473777,300.15445997641314,349.34408647973953,9.492345073630746,10.368457033341425,10.748949287262167,-5.298522283704714,-6.193362002236188,-6.358133490337331,0.07823378503124907,0.037479955760309144,0.03338430627007574,14.925510874651458,0.07842899938582888,13.195461409810175,0.0378868819482395,14.381487191075273,0.033656433271344356,1.730049464841283,0.0871006530883792,-1.1860257812650978,0.050677128216862204
490,491,412.09323848329757,3421.471897326796,5519.3659894607845,110.98752261236883,8760.959136143869,120.55870568151866,10576.233926375915,129.4529356622718,551.9365989460784,876.0959136143869,1057.6233926375915,11.098752261236884,12.055870568151866,12.945293566227182,-6.854722982777418,-7.356379136633774,-7.560827620059544,0.021817988200884788,0.014930579361430742,0.013280382806518934,13.369310175578754,0.02250794156471452,12.03244427541259,0.015924538926860233,13.178793061353058,0.013950346336271395,1.3368659001661634,0.027571695151254128,-1.146348785940468,0.021170807800719546
491,492,3576.137974818382,3427.6989454771597,1510.7736125403571,94.70226091588749,3170.9924756652135,102.68791901006622,3669.1922572430526,107.58675137082771,151.0773612540357,317.09924756652134,366.91922572430525,9.47022609158875,10.268791901006622,10.758675137082772,-5.447998476878998,-6.252988028766118,-6.411426170962655,0.06801280631382033,0.03513612630145041,0.03181398440131277,14.776034681477174,0.06823726728868833,13.135835383280245,0.03556987646080009,14.328194510449947,0.03209942676904386,1.6401992981969293,0.07695154812259773,-1.192359127169702,0.047912308547363794
492,493,1200.1910490981656,3437.136877347302,1511.4802368701794,93.60339497835317,2500.716182143148,98.813025797913,3081.9532377831624,105.35983637910407,151.14802368701794,250.0716182143148,308.19532377831626,9.360339497835316,9.8813025797913,10.535983637910407,-5.448506182498882,-5.9951610110900155,-6.2220651122970105,0.06719220078048305,0.04287257136827632,0.037091874422324,14.77552697585729,0.0674193938720262,13.393662400956348,0.0432287649105668,14.517555569115594,0.037336988946294135,1.3818645749009413,0.08008808142142285,-1.1238931681592454,0.05712072180276385
